83,3,b3,,14,C2h^5,-P 2yab,P 2_1/c = P 1 2_1/a 1,P 1 2_1/a 1,b,P,1,2s1a,1,,1,,2s1,a,1,
84,4,c1,,14,C2h^5,-P 2ac,P 2_1/c = P 1 1 2_1/a,P 1 1 2_1/a,c,P,1,1,2s1a,,1,,1,,2s1,a
85,5,c2,,14,C2h^5,-P 2n,P 2_1/c = P 1 1 2_1/n,P 1 1 2_1/n,c,P,1,1,2s1n,,1,,1,,2s1,n
86,6,c3,,14,C2h^5,-P 2bc,P 2_1/c = P 1 1 2_1/b = P 2_1/b,P 1 1 2_1/b,c,P,1,1,2s1b,,1,,1,,2s1,b
87,7,a1,,14,C2h^5,-P 2xab,P 2_1/c = P 2_1/b 1 1,P 2_1/b 1 1,a,P,2s1b,1,1,,2s1,b,1,,1,
88,8,a2,,14,C2h^5,-P 2xn,P 2_1/c = P 2_1/n 1 1,P 2_1/n 1 1,a,P,2s1n,1,1,,2s1,n,1,,1,
89,9,a3,,14,C2h^5,-P 2xac,P 2_1/c = P 2_1/c 1 1,P 2_1/c 1 1,a,P,2s1c,1,1,,2s1,c,1,,1,
90,1,b1,,15,C2h^6,-C 2yc,C 2/c = C 1 2/c 1,C 1 2/c 1,b,C,1,2c,1,,1,,2,c,1,
91,2,b2,,15,C2h^6,-A 2yac,C 2/c = A 1 2/n 1,A 1 2/n 1,b,A,1,2n,1,,1,,2,n,1,
92,3,b3,,15,C2h^6,-I 2ya,C 2/c = I 1 2/a 1,I 1 2/a 1,b,I,1,2a,1,,1,,2,a,1,
93,4,-b1,,15,C2h^6,-A 2ya,C 2/c = A 1 2/a 1,A 1 2/a 1,b,A,1,2a,1,,1,,2,a,1,
94,5,-b2,,15,C2h^6,-C 2ybc,C 2/c = C 1 2/n 1,C 1 2/n 1,b,C,1,2n,1,,1,,2,n,1,
95,6,-b3,,15,C2h^6,-I 2yc,C 2/c = I 1 2/c 1,I 1 2/c 1,b,I,1,2c,1,,1,,2,c,1,
96,7,c1,,15,C2h^6,-A 2a,C 2/c = A 1 1 2/a,A 1 1 2/a,c,A,1,1,2a,,1,,1,,2,a
97,8,c2,,15,C2h^6,-B 2bc,C 2/c = B 1 1 2/n,B 1 1 2/n,c,B,1,1,2n,,1,,1,,2,n
98,9,c3,,15,C2h^6,-I 2b,C 2/c = I 1 1 2/b,I 1 1 2/b,c,I,1,1,2b,,1,,1,,2,b
99,10,-c1,,15,C2h^6,-B 2b,C 2/c = B 1 1 2/b = B 2/b,B 1 1 2/b,c,B,1,1,2b,,1,,1,,2,b
100,11,-c2,,15,C2h^6,-A 2ac,C 2/c = A 1 1 2/n,A 1 1 2/n,c,A,1,1,2n,,1,,1,,2,n
101,12,-c3,,15,C2h^6,-I 2a,C 2/c = I 1 1 2/a,I 1 1 2/a,c,I,1,1,2a,,1,,1,,2,a
102,13,a1,,15,C2h^6,-B 2xb,C 2/c = B 2/b 1 1,B 2/b 1 1,a,B,2b,1,1,,2,b,1,,1,
103,14,a2,,15,C2h^6,-C 2xbc,C 2/c = C 2/n 1 1,C 2/n 1 1,a,C,2n,1,1,,2,n,1,,1,
104,15,a3,,15,C2h^6,-I 2xc,C 2/c = I 2/c 1 1,I 2/c 1 1,a,I,2c,1,1,,2,c,1,,1,
105,16,-a1,,15,C2h^6,-C 2xc,C 2/c = C 2/c 1 1,C 2/c 1 1,a,C,2c,1,1,,2,c,1,,1,
106,17,-a2,,15,C2h^6,-B 2xbc,C 2/c = B 2/n 1 1,B 2/n 1 1,a,B,2n,1,1,,2,n,1,,1,
107,18,-a3,,15,C2h^6,-I 2xb,C 2/c = I 2/b 1 1,I 2/b 1 1,a,I,2b,1,1,,2,b,1,,1,
108,1,,,16,D2^1,P 2 2,P 2 2 2,P 2 2 2,,P,2,2,2,,2,,2,,2,
109,1,,,17,D2^2,P 2c 2,P 2 2 2_1,P 2 2 2_1,,P,2,2,2s1,,2,,2,,2s1,
110,2,cab,,17,D2^2,P 2a 2a,P 2_1 2 2,P 2_1 2 2,,P,2s1,2,2,,2s1,,2,,2,
111,3,bca,,17,D2^2,P 2 2b,P 2 2_1 2,P 2 2_1 2,,P,2,2s1,2,,2,,2s1,,2,
112,1,,,18,D2^3,P 2 2ab,P 2_1 2_1 2,P 2_1 2_1 2,,P,2s1,2s1,2,,2s1,,2s1,,2,
113,2,cab,,18,D2^3,P 2bc 2,P 2 2_1 2_1,P 2 2_1 2_1,,P,2,2s1,2s1,,2,,2s1,,2s1,
114,3,bca,,18,D2^3,P 2ac 2ac,P 2_1 2 2_1,P 2_1 2 2_1,,P,2s1,2,2s1,,2s1,,2,,2s1,
115,1,,,19,D2^4,P 2ac 2ab,P 2_1 2_1 2_1,P 2_1 2_1 2_1,,P,2s1,2s1,2s1,,2s1,,2s1,,2s1,
116,1,,,20,D2^5,C 2c 2,C 2 2 2_1,C 2 2 2_1,,C,2,2,2s1,,2,,2,,2s1,
117,2,cab,,20,D2^5,A 2a 2a,A 2_1 2 2,A 2_1 2 2,,A,2s1,2,2,,2s1,,2,,2,
118,3,bca,,20,D2^5,B 2 2b,B 2 2_1 2,B 2 2_1 2,,B,2,2s1,2,,2,,2s1,,2,
119,1,,,21,D2^6,C 2 2,C 2 2 2,C 2 2 2,,C,2,2,2,,2,,2,,2,
120,2,cab,,21,D2^6,A 2 2,A 2 2 2,A 2 2 2,,A,2,2,2,,2,,2,,2,
121,3,bca,,21,D2^6,B 2 2,B 2 2 2,B 2 2 2,,B,2,2,2,,2,,2,,2,
122,1,,,22,D2^7,F 2 2,F 2 2 2,F 2 2 2,,F,2,2,2,,2,,2,,2,
123,1,,,23,D2^8,I 2 2,I 2 2 2,I 2 2 2,,I,2,2,2,,2,,2,,2,
124,1,,,24,D2^9,I 2b 2c,I 2_1 2_1 2_1,I 2_1 2_1 2_1,,I,2s1,2s1,2s1,,2s1,,2s1,,2s1,
125,1,,,25,C2v^1,P 2 -2,P m m 2,P m m 2,,P,m,m,2,,,m,,m,2,
126,2,cab,,25,C2v^1,P -2 2,P 2 m m,P 2 m m,,P,2,m,m,,2,,,m,,m
127,3,bca,,25,C2v^1,P -2 -2,P m 2 m,P m 2 m,,P,m,2,m,,,m,2,,,m
128,1,,,26,C2v^2,P 2c -2,P m c 2_1,P m c 2_1,,P,m,c,2s1,,,m,,c,2s1,
129,2,ba-c,,26,C2v^2,P 2c -2c,P c m 2_1,P c m 2_1,,P,c,m,2s1,,,c,,m,2s1,
130,3,cab,,26,C2v^2,P -2a 2a,P 2_1 m a,P 2_1 m a,,P,2s1,m,a,,2s1,,,m,,a
131,4,-cba,,26,C2v^2,P -2 2a,P 2_1 a m,P 2_1 a m,,P,2s1,a,m,,2s1,,,a,,m
132,5,bca,,26,C2v^2,P -2 -2b,P b 2_1 m,P b 2_1 m,,P,b,2s1,m,,,b,2s1,,,m
133,6,a-cb,,26,C2v^2,P -2b -2,P m 2_1 b,P m 2_1 b,,P,m,2s1,b,,,m,2s1,,,b
134,1,,,27,C2v^3,P 2 -2c,P c c 2,P c c 2,,P,c,c,2,,,c,,c,2,
135,2,cab,,27,C2v^3,P -2a 2,P 2 a a,P 2 a a,,P,2,a,a,,2,,,a,,a
136,3,bca,,27,C2v^3,P -2b -2b,P b 2 b,P b 2 b,,P,b,2,b,,,b,2,,,b
137,1,,,28,C2v^4,P 2 -2a,P m a 2,P m a 2,,P,m,a,2,,,m,,a,2,
138,2,ba-c,,28,C2v^4,P 2 -2b,P b m 2,P b m 2,,P,b,m,2,,,b,,m,2,
139,3,cab,,28,C2v^4,P -2b 2,P 2 m b,P 2 m b,,P,2,m,b,,2,,,m,,b
140,4,-cba,,28,C2v^4,P -2c 2,P 2 c m,P 2 c m,,P,2,c,m,,2,,,c,,m
141,5,bca,,28,C2v^4,P -2c -2c,P c 2 m,P c 2 m,,P,c,2,m,,,c,2,,,m
142,6,a-cb,,28,C2v^4,P -2a -2a,P m 2 a,P m 2 a,,P,m,2,a,,,m,2,,,a
143,1,,,29,C2v^5,P 2c -2ac,P c a 2_1,P c a 2_1,,P,c,a,2s1,,,c,,a,2s1,
144,2,ba-c,,29,C2v^5,P 2c -2b,P b c 2_1,P b c 2_1,,P,b,c,2s1,,,b,,c,2s1,
145,3,cab,,29,C2v^5,P -2b 2a,P 2_1 a b,P 2_1 a b,,P,2s1,a,b,,2s1,,,a,,b
146,4,-cba,,29,C2v^5,P -2ac 2a,P 2_1 c a,P 2_1 c a,,P,2s1,c,a,,2s1,,,c,,a
147,5,bca,,29,C2v^5,P -2bc -2c,P c 2_1 b,P c 2_1 b,,P,c,2s1,b,,,c,2s1,,,b
148,6,a-cb,,29,C2v^5,P -2a -2ab,P b 2_1 a,P b 2_1 a,,P,b,2s1,a,,,b,2s1,,,a
149,1,,,30,C2v^6,P 2 -2bc,P n c 2,P n c 2,,P,n,c,2,,,n,,c,2,
150,2,ba-c,,30,C2v^6,P 2 -2ac,P c n 2,P c n 2,,P,c,n,2,,,c,,n,2,
151,3,cab,,30,C2v^6,P -2ac 2,P 2 n a,P 2 n a,,P,2,n,a,,2,,,n,,a
152,4,-cba,,30,C2v^6,P -2ab 2,P 2 a n,P 2 a n,,P,2,a,n,,2,,,a,,n
153,5,bca,,30,C2v^6,P -2ab -2ab,P b 2 n,P b 2 n,,P,b,2,n,,,b,2,,,n
154,6,a-cb,,30,C2v^6,P -2bc -2bc,P n 2 b,P n 2 b,,P,n,2,b,,,n,2,,,b
155,1,,,31,C2v^7,P 2ac -2,P m n 2_1,P m n 2_1,,P,m,n,2s1,,,m,,n,2s1,
156,2,ba-c,,31,C2v^7,P 2bc -2bc,P n m 2_1,P n m 2_1,,P,n,m,2s1,,,n,,m,2s1,
157,3,cab,,31,C2v^7,P -2ab 2ab,P 2_1 m n,P 2_1 m n,,P,2s1,m,n,,2s1,,,m,,n
158,4,-cba,,31,C2v^7,P -2 2ac,P 2_1 n m,P 2_1 n m,,P,2s1,n,m,,2s1,,,n,,m
159,5,bca,,31,C2v^7,P -2 -2bc,P n 2_1 m,P n 2_1 m,,P,n,2s1,m,,,n,2s1,,,m
160,6,a-cb,,31,C2v^7,P -2ab -2,P m 2_1 n,P m 2_1 n,,P,m,2s1,n,,,m,2s1,,,n
161,1,,,32,C2v^8,P 2 -2ab,P b a 2,P b a 2,,P,b,a,2,,,b,,a,2,
162,2,cab,,32,C2v^8,P -2bc 2,P 2 c b,P 2 c b,,P,2,c,b,,2,,,c,,b
163,3,bca,,32,C2v^8,P -2ac -2ac,P c 2 a,P c 2 a,,P,c,2,a,,,c,2,,,a
164,1,,,33,C2v^9,P 2c -2n,P n a 2_1,P n a 2_1,,P,n,a,2s1,,,n,,a,2s1,
165,2,ba-c,,33,C2v^9,P 2c -2ab,P b n 2_1,P b n 2_1,,P,b,n,2s1,,,b,,n,2s1,
166,3,cab,,33,C2v^9,P -2bc 2a,P 2_1 n b,P 2_1 n b,,P,2s1,n,b,,2s1,,,n,,b
167,4,-cba,,33,C2v^9,P -2n 2a,P 2_1 c n,P 2_1 c n,,P,2s1,c,n,,2s1,,,c,,n
168,5,bca,,33,C2v^9,P -2n -2ac,P c 2_1 n,P c 2_1 n,,P,c,2s1,n,,,c,2s1,,,n
169,6,a-cb,,33,C2v^9,P -2ac -2n,P n 2_1 a,P n 2_1 a,,P,n,2s1,a,,,n,2s1,,,a
170,1,,,34,C2v^10,P 2 -2n,P n n 2,P n n 2,,P,n,n,2,,,n,,n,2,
171,2,cab,,34,C2v^10,P -2n 2,P 2 n n,P 2 n n,,P,2,n,n,,2,,,n,,n
172,3,bca,,34,C2v^10,P -2n -2n,P n 2 n,P n 2 n,,P,n,2,n,,,n,2,,,n
173,1,,,35,C2v^11,C 2 -2,C m m 2,C m m 2,,C,m,m,2,,,m,,m,2,
174,2,cab,,35,C2v^11,A -2 2,A 2 m m,A 2 m m,,A,2,m,m,,2,,,m,,m
175,3,bca,,35,C2v^11,B -2 -2,B m 2 m,B m 2 m,,B,m,2,m,,,m,2,,,m
176,1,,,36,C2v^12,C 2c -2,C m c 2_1,C m c 2_1,,C,m,c,2s1,,,m,,c,2s1,
177,2,ba-c,,36,C2v^12,C 2c -2c,C c m 2_1,C c m 2_1,,C,c,m,2s1,,,c,,m,2s1,
178,3,cab,,36,C2v^12,A -2a 2a,A 2_1 m a,A 2_1 m a,,A,2s1,m,a,,2s1,,,m,,a
179,4,-cba,,36,C2v^12,A -2 2a,A 2_1 a m,A 2_1 a m,,A,2s1,a,m,,2s1,,,a,,m
180,5,bca,,36,C2v^12,B -2 -2b,B b 2_1 m,B b 2_1 m,,B,b,2s1,m,,,b,2s1,,,m
181,6,a-cb,,36,C2v^12,B -2b -2,B m 2_1 b,B m 2_1 b,,B,m,2s1,b,,,m,2s1,,,b
182,1,,,37,C2v^13,C 2 -2c,C c c 2,C c c 2,,C,c,c,2,,,c,,c,2,
183,2,cab,,37,C2v^13,A -2a 2,A 2 a a,A 2 a a,,A,2,a,a,,2,,,a,,a
184,3,bca,,37,C2v^13,B -2b -2b,B b 2 b,B b 2 b,,B,b,2,b,,,b,2,,,b
185,1,,,38,C2v^14,A 2 -2,A m m 2,A m m 2,,A,m,m,2,,,m,,m,2,
186,2,ba-c,,38,C2v^14,B 2 -2,B m m 2,B m m 2,,B,m,m,2,,,m,,m,2,
187,3,cab,,38,C2v^14,B -2 2,B 2 m m,B 2 m m,,B,2,m,m,,2,,,m,,m
188,4,-cba,,38,C2v^14,C -2 2,C 2 m m,C 2 m m,,C,2,m,m,,2,,,m,,m
189,5,bca,,38,C2v^14,C -2 -2,C m 2 m,C m 2 m,,C,m,2,m,,,m,2,,,m
190,6,a-cb,,38,C2v^14,A -2 -2,A m 2 m,A m 2 m,,A,m,2,m,,,m,2,,,m
191,1,,,39,C2v^15,A 2 -2c,A e m 2,A e m 2,,A,e,m,2,,,e,,m,2,
192,2,ba-c,,39,C2v^15,B 2 -2c,B m e 2,B m e 2,,B,m,e,2,,,m,,e,2,
193,3,cab,,39,C2v^15,B -2c 2,B 2 e m,B 2 e m,,B,2,e,m,,2,,,e,,m
194,4,-cba,,39,C2v^15,C -2b 2,C 2 m e,C 2 m e,,C,2,m,e,,2,,,m,,e
195,5,bca,,39,C2v^15,C -2b -2b,C m 2 e,C m 2 e,,C,m,2,e,,,m,2,,,e
196,6,a-cb,,39,C2v^15,A -2c -2c,A e 2 m,A e 2 m,,A,e,2,m,,,e,2,,,m
197,1,,,40,C2v^16,A 2 -2a,A m a 2,A m a 2,,A,m,a,2,,,m,,a,2,
198,2,ba-c,,40,C2v^16,B 2 -2b,B b m 2,B b m 2,,B,b,m,2,,,b,,m,2,
199,3,cab,,40,C2v^16,B -2b 2,B 2 m b,B 2 m b,,B,2,m,b,,2,,,m,,b
200,4,-cba,,40,C2v^16,C -2c 2,C 2 c m,C 2 c m,,C,2,c,m,,2,,,c,,m
201,5,bca,,40,C2v^16,C -2c -2c,C c 2 m,C c 2 m,,C,c,2,m,,,c,2,,,m
202,6,a-cb,,40,C2v^16,A -2a -2a,A m 2 a,A m 2 a,,A,m,2,a,,,m,2,,,a
203,1,,,41,C2v^17,A 2 -2ac,A e a 2,A e a 2,,A,e,a,2,,,e,,a,2,
204,2,ba-c,,41,C2v^17,B 2 -2bc,B b e 2,B b e 2,,B,b,e,2,,,b,,e,2,
205,3,cab,,41,C2v^17,B -2bc 2,B 2 e b,B 2 e b,,B,2,e,b,,2,,,e,,b
206,4,-cba,,41,C2v^17,C -2bc 2,C 2 c e,C 2 c e,,C,2,c,e,,2,,,c,,e
207,5,bca,,41,C2v^17,C -2bc -2bc,C c 2 e,C c 2 e,,C,c,2,e,,,c,2,,,e
208,6,a-cb,,41,C2v^17,A -2ac -2ac,A e 2 a,A e 2 a,,A,e,2,a,,,e,2,,,a
209,1,,,42,C2v^18,F 2 -2,F m m 2,F m m 2,,F,m,m,2,,,m,,m,2,
210,2,cab,,42,C2v^18,F -2 2,F 2 m m,F 2 m m,,F,2,m,m,,2,,,m,,m
211,3,bca,,42,C2v^18,F -2 -2,F m 2 m,F m 2 m,,F,m,2,m,,,m,2,,,m
212,1,,,43,C2v^19,F 2 -2d,F d d 2,F d d 2,,F,d,d,2,,,d,,d,2,
213,2,cab,,43,C2v^19,F -2d 2,F 2 d d,F 2 d d,,F,2,d,d,,2,,,d,,d
214,3,bca,,43,C2v^19,F -2d -2d,F d 2 d,F d 2 d,,F,d,2,d,,,d,2,,,d
215,1,,,44,C2v^20,I 2 -2,I m m 2,I m m 2,,I,m,m,2,,,m,,m,2,
216,2,cab,,44,C2v^20,I -2 2,I 2 m m,I 2 m m,,I,2,m,m,,2,,,m,,m
217,3,bca,,44,C2v^20,I -2 -2,I m 2 m,I m 2 m,,I,m,2,m,,,m,2,,,m
218,1,,,45,C2v^21,I 2 -2c,I b a 2,I b a 2,,I,b,a,2,,,b,,a,2,
219,2,cab,,45,C2v^21,I -2a 2,I 2 c b,I 2 c b,,I,2,c,b,,2,,,c,,b
220,3,bca,,45,C2v^21,I -2b -2b,I c 2 a,I c 2 a,,I,c,2,a,,,c,2,,,a
221,1,,,46,C2v^22,I 2 -2a,I m a 2,I m a 2,,I,m,a,2,,,m,,a,2,
222,2,ba-c,,46,C2v^22,I 2 -2b,I b m 2,I b m 2,,I,b,m,2,,,b,,m,2,
